,showcase_1,showcase_2,bid_1,bid_2,diff_1,diff_2,estimated_bid1,estimated_diff1,estimated_bid2,estimated_diff2
20,24026.0,43036.0,24000.0,27000.0,-26.0,-16036.0,20450.0,-3576.0,25600.0,-17436.0
21,37449.0,36623.0,37000.0,24500.0,-449.0,-12123.0,28950.0,-8499.0,24900.0,-11723.0
22,34268.0,31681.0,22575.0,27500.0,-11693.0,-4181.0,19400.0,-14868.0,26500.0,-5181.0
23,22281.0,29080.0,20000.0,29500.0,-2281.0,420.0,18300.0,-3981.0,27100.0,-1980.0
24,22890.0,34137.0,18200.0,25000.0,-4690.0,-9137.0,17250.0,-5640.0,25150.0,-8987.0
25,24226.0,24925.0,25000.0,28000.0,774.0,3075.0,20700.0,-3526.0,26550.0,1625.0
26,25448.0,36174.0,23000.0,22000.0,-2448.0,-14174.0,19450.0,-5998.0,23700.0,-12474.0
27,32525.0,23705.0,36750.0,27500.0,4225.0,3795.0,29100.0,-3425.0,26250.0,2545.0
28,36799.0,24897.0,35000.0,22000.0,-1799.0,-2897.0,27550.0,-9249.0,23250.0,-1647.0
29,27380.0,37776.0,38000.0,37000.0,10620.0,-776.0,30450.0,3070.0,30200.0,-7576.0
30,25903.0,19792.0,23045.0,22500.0,-2858.0,2708.0,19750.0,-6153.0,22800.0,3008.0
31,31769.0,20182.0,22000.0,19900.0,-9769.0,-282.0,19250.0,-12519.0,21050.0,868.0
32,22853.0,36070.0,20000.0,32100.0,-2853.0,-3970.0,18350.0,-4503.0,27550.0,-8520.0
33,23202.0,32357.0,31100.0,27590.0,7898.0,-4767.0,24250.0,1048.0,25000.0,-7357.0
34,20721.0,24054.0,12500.0,20000.0,-8221.0,-4054.0,15500.0,-5221.0,20300.0,-3754.0
35,28451.0,21527.0,29000.0,26500.0,549.0,4973.0,22700.0,-5751.0,23800.0,2273.0
36,26154.0,30623.0,25400.0,20000.0,-754.0,-10623.0,20700.0,-5454.0,19700.0,-10923.0
37,27019.0,34089.0,22000.0,28000.0,-5019.0,-6089.0,19150.0,-7869.0,24700.0,-9389.0
38,51959.0,58458.0,32750.0,58000.0,-19209.0,-458.0,25300.0,-26659.0,41200.0,-17258.0
39,35811.0,69485.0,32000.0,48000.0,-3811.0,-21485.0,24250.0,-11561.0,35900.0,-33585.0
40,24885.0,29349.0,22486.0,30100.0,-2399.0,751.0,19350.0,-5535.0,26050.0,-3299.0
41,24648.0,23955.0,29600.0,21000.0,4952.0,-2955.0,22850.0,-1798.0,21050.0,-2905.0
42,30707.0,28244.0,29000.0,22750.0,-1707.0,-5494.0,22500.0,-8207.0,21700.0,-6544.0
43,23744.0,19756.0,23225.0,26500.0,-519.0,6744.0,19950.0,-3794.0,23750.0,3994.0
44,45078.0,28336.0,37000.0,27000.0,-8078.0,-1336.0,27950.0,-17128.0,23800.0,-4536.0
45,20773.0,34646.0,17000.0,27500.0,-3773.0,-7146.0,17500.0,-3273.0,23950.0,-10696.0
46,30892.0,26712.0,32450.0,26000.0,1558.0,-712.0,24550.0,-6342.0,23300.0,-3412.0
47,29971.0,24349.0,28500.0,24250.0,-1471.0,-99.0,22400.0,-7571.0,22350.0,-1999.0
48,37423.0,24366.0,29100.0,26250.0,-8323.0,1884.0,22850.0,-14573.0,23200.0,-1166.0
49,33593.0,23276.0,24021.0,31000.0,-9572.0,7724.0,20350.0,-13243.0,25600.0,2324.0
50,24866.0,34144.0,25000.0,28500.0,134.0,-5644.0,20800.0,-4066.0,23900.0,-10244.0
51,24628.0,28136.0,24350.0,25000.0,-278.0,-3136.0,20500.0,-4128.0,22250.0,-5886.0
52,24827.0,33508.0,18500.0,20500.0,-6327.0,-13008.0,18200.0,-6627.0,20250.0,-13258.0
53,29248.0,38836.0,25000.0,34000.0,-4248.0,-4836.0,20800.0,-8448.0,27450.0,-11386.0
54,24818.0,27654.0,28750.0,24250.0,3932.0,-3404.0,22650.0,-2168.0,22100.0,-5554.0
55,28762.0,23097.0,25500.0,33250.0,-3262.0,10153.0,21100.0,-7662.0,27100.0,4003.0
56,31838.0,23255.0,26000.0,15000.0,-5838.0,-8255.0,21350.0,-10488.0,18200.0,-5055.0
57,22268.0,33801.0,21569.0,29250.0,-699.0,-4551.0,19550.0,-2718.0,24450.0,-9351.0
58,38892.0,35658.0,41000.0,25700.0,2108.0,-9958.0,31700.0,-7192.0,22650.0,-13008.0
59,22599.0,42174.0,34500.0,30000.0,11901.0,-12174.0,26550.0,3951.0,25200.0,-16974.0
60,31705.0,34238.0,32614.0,34000.0,909.0,-238.0,24900.0,-6805.0,27650.0,-6588.0
61,23299.0,29515.0,22000.0,28950.0,-1299.0,-565.0,19600.0,-3699.0,24650.0,-4865.0
62,21394.0,26949.0,15000.0,26420.0,-6394.0,-529.0,17150.0,-4244.0,23250.0,-3699.0
63,22589.0,22797.0,14532.0,22000.0,-8057.0,-797.0,16950.0,-5639.0,21100.0,-1697.0
64,30573.0,25211.0,24000.0,27500.0,-6573.0,2289.0,20350.0,-10223.0,23700.0,-1511.0
65,33009.0,29737.0,28000.0,23456.0,-5009.0,-6281.0,22300.0,-10709.0,21550.0,-8187.0
66,19612.0,23084.0,17500.0,21000.0,-2112.0,-2084.0,18000.0,-1612.0,20600.0,-2484.0
67,28550.0,24891.0,24533.0,30500.0,-4017.0,5609.0,20600.0,-7950.0,25200.0,309.0
68,49937.0,71628.0,32000.0,28000.0,-17937.0,-43628.0,24800.0,-25137.0,23650.0,-47978.0
69,36915.0,29460.0,33000.0,25200.0,-3915.0,-4260.0,25200.0,-11715.0,22400.0,-7060.0
70,33400.0,24974.0,26132.0,19401.0,-7268.0,-5573.0,21300.0,-12100.0,20250.0,-4724.0
71,34516.0,32693.0,27000.0,25000.0,-7516.0,-7693.0,21800.0,-12716.0,22300.0,-10393.0
72,31516.0,26937.0,23000.0,28000.0,-8516.0,1063.0,20000.0,-11516.0,23600.0,-3337.0
73,51108.0,30939.0,50972.0,32310.0,-136.0,1371.0,42250.0,-8858.0,25600.0,-5339.0
74,23981.0,32252.0,15500.0,27500.0,-8481.0,-4752.0,17200.0,-6781.0,23450.0,-8802.0
75,26383.0,29551.0,27000.0,30000.0,617.0,449.0,21950.0,-4433.0,24700.0,-4851.0
76,39801.0,22193.0,35000.0,23000.0,-4801.0,807.0,27350.0,-12451.0,21750.0,-443.0
77,39201.0,29344.0,27852.0,28000.0,-11349.0,-1344.0,22450.0,-16751.0,23700.0,-5644.0
78,19563.0,33551.0,28500.0,30000.0,8937.0,-3551.0,22850.0,3287.0,24600.0,-8951.0
79,20418.0,29524.0,22000.0,22750.0,1582.0,-6774.0,19650.0,-768.0,21500.0,-8024.0
80,28465.0,23504.0,24500.0,33000.0,-3965.0,9496.0,20650.0,-7815.0,26100.0,2596.0
81,22356.0,36954.0,19000.0,24500.0,-3356.0,-12454.0,18400.0,-3956.0,22150.0,-14804.0
82,24150.0,18349.0,27000.0,20400.0,2850.0,2051.0,21800.0,-2350.0,20650.0,2301.0
83,20425.0,19508.0,25000.0,27000.0,4575.0,7492.0,20800.0,375.0,23200.0,3692.0
84,23926.0,20068.0,20000.0,25000.0,-3926.0,4932.0,18600.0,-5326.0,22150.0,2082.0
85,20860.0,27319.0,18500.0,25000.0,-2360.0,-2319.0,18050.0,-2810.0,22050.0,-5269.0
86,35526.0,26055.0,23000.0,24859.0,-12526.0,-1196.0,19700.0,-15826.0,22050.0,-4005.0
87,20912.0,25875.0,20000.0,30100.0,-912.0,4225.0,18600.0,-2312.0,24350.0,-1525.0
88,27426.0,29831.0,19000.0,23500.0,-8426.0,-6331.0,18150.0,-9276.0,21400.0,-8431.0
89,26393.0,30918.0,34000.0,24150.0,7607.0,-6768.0,26250.0,-143.0,21750.0,-9168.0
90,25329.0,36442.0,24000.0,33500.0,-1329.0,-2942.0,20200.0,-5129.0,26100.0,-10342.0
91,22434.0,28854.0,22575.0,36500.0,141.0,7646.0,19650.0,-2784.0,27750.0,-1104.0
92,31933.0,36664.0,21995.0,32000.0,-9938.0,-4664.0,19400.0,-12533.0,25500.0,-11164.0
93,23986.0,24753.0,27000.0,24000.0,3014.0,-753.0,21600.0,-2386.0,21850.0,-2903.0
94,24729.0,25264.0,22500.0,27890.0,-2229.0,2626.0,19600.0,-5129.0,23500.0,-1764.0
95,21747.0,30843.0,26400.0,22000.0,4653.0,-8843.0,21300.0,-447.0,21000.0,-9843.0
96,27273.0,32968.0,27000.0,27717.0,-273.0,-5251.0,21550.0,-5723.0,23450.0,-9518.0
97,21681.0,28487.0,20000.0,31000.0,-1681.0,2513.0,18700.0,-2981.0,25100.0,-3387.0
98,29324.0,27806.0,31250.0,26400.0,1926.0,-1406.0,23950.0,-5374.0,23000.0,-4806.0
99,35874.0,22513.0,38000.0,21000.0,2126.0,-1513.0,29550.0,-6324.0,20850.0,-1663.0
100,30397.0,25585.0,25000.0,27100.0,-5397.0,1515.0,20750.0,-9647.0,23250.0,-2335.0
101,27310.0,23677.0,26000.0,24000.0,-1310.0,323.0,21250.0,-6060.0,21900.0,-1777.0
102,28414.0,29286.0,26000.0,27500.0,-2414.0,-1786.0,21300.0,-7114.0,23350.0,-5936.0
103,32535.0,29299.0,23000.0,23695.0,-9535.0,-5604.0,20050.0,-12485.0,21800.0,-7499.0
104,22886.0,31501.0,22100.0,23200.0,-786.0,-8301.0,19700.0,-3186.0,21650.0,-9851.0
105,29842.0,21902.0,29300.0,21500.0,-542.0,-402.0,23100.0,-6742.0,21000.0,-902.0
106,35954.0,20320.0,22500.0,21000.0,-13454.0,680.0,19850.0,-16104.0,20750.0,430.0
107,27883.0,25830.0,22000.0,26535.0,-5883.0,705.0,19650.0,-8233.0,22850.0,-2980.0
108,31268.0,32687.0,27000.0,19500.0,-4268.0,-13187.0,21900.0,-9368.0,20050.0,-12637.0
109,21563.0,30493.0,18500.0,26500.0,-3063.0,-3993.0,18400.0,-3163.0,22900.0,-7593.0
110,39642.0,20043.0,24240.0,26000.0,-15402.0,5957.0,20550.0,-19092.0,22750.0,2707.0
111,21862.0,28598.0,16500.0,31860.0,-5362.0,3262.0,17700.0,-4162.0,25400.0,-3198.0
112,33499.0,34432.0,23000.0,25000.0,-10499.0,-9432.0,20000.0,-13499.0,22250.0,-12182.0
113,24313.0,27386.0,19500.0,25496.0,-4813.0,-1890.0,18700.0,-5613.0,22450.0,-4936.0
114,26809.0,19693.0,23000.0,24500.0,-3809.0,4807.0,20050.0,-6759.0,22050.0,2357.0
115,29674.0,25812.0,24075.0,31000.0,-5599.0,5188.0,20500.0,-9174.0,25050.0,-762.0
116,21711.0,24631.0,17500.0,23000.0,-4211.0,-1631.0,18100.0,-3611.0,21350.0,-3281.0
117,25618.0,30858.0,5500.0,17000.0,-20118.0,-13858.0,14650.0,-10968.0,19050.0,-11808.0
118,35504.0,26993.0,24000.0,34800.0,-11504.0,7807.0,20450.0,-15054.0,26850.0,-143.0
119,23327.0,27570.0,18358.0,29000.0,-4969.0,1430.0,18400.0,-4927.0,24000.0,-3570.0
120,34581.0,23566.0,27000.0,21000.0,-7581.0,-2566.0,21850.0,-12731.0,20600.0,-2966.0
121,25918.0,20908.0,16522.0,24000.0,-9396.0,3092.0,17850.0,-8068.0,21750.0,842.0
122,20418.0,25541.0,24622.0,23000.0,4204.0,-2541.0,20750.0,332.0,21250.0,-4291.0
123,26511.0,32310.0,21500.0,25000.0,-5011.0,-7310.0,19500.0,-7011.0,22050.0,-10260.0
124,28288.0,37393.0,22475.0,27500.0,-5813.0,-9893.0,19900.0,-8388.0,23200.0,-14193.0
125,30348.0,21827.0,25000.0,22525.0,-5348.0,698.0,20900.0,-9448.0,21050.0,-777.0
126,34428.0,26934.0,28000.0,23500.0,-6428.0,-3434.0,22400.0,-12028.0,21400.0,-5534.0
127,26732.0,28480.0,18000.0,21000.0,-8732.0,-7480.0,18350.0,-8382.0,20400.0,-8080.0
128,29631.0,39620.0,27000.0,38000.0,-2631.0,-1620.0,21950.0,-7681.0,28300.0,-11320.0
129,30253.0,39263.0,32000.0,30000.0,1747.0,-9263.0,25100.0,-5153.0,24350.0,-14913.0
130,30256.0,34607.0,26550.0,32000.0,-3706.0,-2607.0,21750.0,-8506.0,25350.0,-9257.0
131,21399.0,26375.0,20950.0,22000.0,-449.0,-4375.0,19400.0,-1999.0,20850.0,-5525.0
132,30988.0,43998.0,43200.0,35000.0,12212.0,-8998.0,33550.0,2562.0,26900.0,-17098.0
133,26536.0,25357.0,22500.0,23000.0,-4036.0,-2357.0,19950.0,-6586.0,21250.0,-4107.0
134,39924.0,33251.0,22135.0,23374.0,-17789.0,-9877.0,19850.0,-20074.0,21450.0,-11801.0
135,26254.0,42675.0,21000.0,28999.0,-5254.0,-13676.0,19400.0,-6854.0,23850.0,-18825.0
136,29137.0,20267.0,27237.0,26000.0,-1900.0,5733.0,22100.0,-7037.0,22550.0,2283.0
137,32666.0,32390.0,24500.0,27500.0,-8166.0,-4890.0,20800.0,-11866.0,23150.0,-9240.0
138,30706.0,20513.0,23000.0,21100.0,-7706.0,587.0,20200.0,-10506.0,20450.0,-63.0
139,34805.0,32782.0,33000.0,30777.0,-1805.0,-2005.0,25950.0,-8855.0,24700.0,-8082.0
140,33343.0,29488.0,22000.0,18000.0,-11343.0,-11488.0,19800.0,-13543.0,19250.0,-10238.0
141,29671.0,27498.0,22000.0,24000.0,-7671.0,-3498.0,19800.0,-9871.0,21600.0,-5898.0
142,20408.0,34453.0,18200.0,36100.0,-2208.0,1647.0,18500.0,-1908.0,27500.0,-6953.0
143,30406.0,36562.0,18550.0,24000.0,-11856.0,-12562.0,18550.0,-11856.0,21650.0,-14912.0
144,20990.0,19827.0,23990.0,18000.0,3000.0,-1827.0,20600.0,-390.0,19250.0,-577.0
145,32391.0,49869.0,27200.0,33057.0,-5191.0,-16812.0,22150.0,-10241.0,26050.0,-23819.0
146,20828.0,30602.0,22000.0,28000.0,1172.0,-2602.0,19700.0,-1128.0,23450.0,-7152.0
147,36439.0,28979.0,15500.0,25500.0,-20939.0,-3479.0,17550.0,-18889.0,22300.0,-6679.0
148,31785.0,36419.0,32500.0,28000.0,715.0,-8419.0,25800.0,-5985.0,23500.0,-12919.0
149,27663.0,29993.0,18500.0,23000.0,-9163.0,-6993.0,18500.0,-9163.0,21200.0,-8793.0
150,30291.0,36548.0,27000.0,23100.0,-3291.0,-13448.0,22050.0,-8241.0,21300.0,-15248.0
151,33480.0,24984.0,27500.0,18200.0,-5980.0,-6784.0,22350.0,-11130.0,19300.0,-5684.0
152,28714.0,22407.0,26576.0,24500.0,-2138.0,2093.0,21850.0,-6864.0,21900.0,-507.0
153,36803.0,37746.0,27000.0,35000.0,-9803.0,-2746.0,22100.0,-14703.0,27100.0,-10646.0
154,24281.0,30764.0,22000.0,22000.0,-2281.0,-8764.0,19750.0,-4531.0,20750.0,-10014.0
155,23841.0,21255.0,28900.0,18605.0,5059.0,-2650.0,23300.0,-541.0,19450.0,-1805.0
156,33844.0,37125.0,22253.0,31229.0,-11591.0,-5896.0,19850.0,-13994.0,25150.0,-11975.0
157,31809.0,23904.0,27000.0,20000.0,-4809.0,-3904.0,22100.0,-9709.0,19850.0,-4054.0
158,28309.0,37776.0,22000.0,34000.0,-6309.0,-3776.0,19800.0,-8509.0,26600.0,-11176.0
159,27332.0,29317.0,26000.0,28300.0,-1332.0,-1017.0,21600.0,-5732.0,23600.0,-5717.0
160,28957.0,49419.0,36000.0,38675.0,7043.0,-10744.0,28400.0,-557.0,29250.0,-20169.0
161,54579.0,27712.0,40000.0,18522.0,-14579.0,-9190.0,30800.0,-23779.0,19350.0,-8362.0
162,28649.0,31352.0,30450.0,33500.0,1801.0,2148.0,24400.0,-4249.0,26350.0,-5002.0
163,26854.0,34808.0,25500.0,22000.0,-1354.0,-12808.0,21400.0,-5454.0,20750.0,-14058.0
164,20962.0,33302.0,22000.0,26262.0,1038.0,-7040.0,19850.0,-1112.0,22700.0,-10602.0
165,38787.0,30317.0,23000.0,24500.0,-15787.0,-5817.0,20200.0,-18587.0,21900.0,-8417.0
166,26738.0,26784.0,33000.0,23000.0,6262.0,-3784.0,26150.0,-588.0,21200.0,-5584.0
167,28958.0,25612.0,24500.0,25000.0,-4458.0,-612.0,20900.0,-8058.0,22150.0,-3462.0
168,28604.0,22438.0,24000.0,22013.0,-4604.0,-425.0,20700.0,-7904.0,20800.0,-1638.0
169,25269.0,23548.0,35000.0,18500.0,9731.0,-5048.0,27450.0,2181.0,19400.0,-4148.0
170,30624.0,29445.0,26121.0,28000.0,-4503.0,-1445.0,21800.0,-8824.0,23450.0,-5995.0
171,25366.0,26525.0,21000.0,24050.0,-4366.0,-2475.0,19550.0,-5816.0,21600.0,-4925.0
172,31328.0,30571.0,25700.0,31000.0,-5628.0,429.0,21650.0,-9678.0,25050.0,-5521.0
173,36813.0,25755.0,30000.0,31000.0,-6813.0,5245.0,24250.0,-12563.0,25050.0,-705.0
174,31434.0,38715.0,27000.0,32000.0,-4434.0,-6715.0,22400.0,-9034.0,25550.0,-13165.0
175,30321.0,29281.0,31000.0,30972.0,679.0,1691.0,24950.0,-5371.0,25000.0,-4281.0
176,36414.0,38505.0,23723.0,28543.0,-12691.0,-9962.0,20750.0,-15664.0,23800.0,-14705.0
177,34736.0,33612.0,28000.0,38000.0,-6736.0,4388.0,23000.0,-11736.0,28800.0,-4812.0
178,21707.0,25820.0,17500.0,26000.0,-4207.0,180.0,18450.0,-3257.0,22600.0,-3220.0
179,38297.0,20344.0,27000.0,22300.0,-11297.0,1956.0,22400.0,-15897.0,20950.0,606.0
180,28996.0,25938.0,23500.0,29972.0,-5496.0,4034.0,20600.0,-8396.0,24500.0,-1438.0
181,27690.0,41765.0,23000.0,36000.0,-4690.0,-5765.0,20400.0,-7290.0,27700.0,-14065.0
182,29426.0,34304.0,27000.0,30000.0,-2426.0,-4304.0,22450.0,-6976.0,24500.0,-9804.0
183,21711.0,26277.0,19000.0,24750.0,-2711.0,-1527.0,18950.0,-2761.0,21950.0,-4327.0
184,29307.0,26617.0,25300.0,28000.0,-4007.0,1383.0,21450.0,-7857.0,23500.0,-3117.0
185,25263.0,32646.0,25500.0,26800.0,237.0,-5846.0,21600.0,-3663.0,22950.0,-9696.0
186,26993.0,33337.0,41000.0,26888.0,14007.0,-6449.0,31400.0,4407.0,23000.0,-10337.0
187,29390.0,26314.0,23052.0,16000.0,-6338.0,-10314.0,20450.0,-8940.0,18550.0,-7764.0
188,34920.0,31278.0,27800.0,30022.0,-7120.0,-1256.0,22950.0,-11970.0,24550.0,-6728.0
189,30323.0,31285.0,27000.0,21000.0,-3323.0,-10285.0,22500.0,-7823.0,20400.0,-10885.0
190,46638.0,42319.0,29900.0,33000.0,-16738.0,-9319.0,24400.0,-22238.0,26200.0,-16119.0
191,40811.0,62485.0,22000.0,40500.0,-18811.0,-21985.0,20050.0,-20761.0,30400.0,-32085.0
192,31259.0,32972.0,10000.0,21000.0,-21259.0,-11972.0,16650.0,-14609.0,20500.0,-12472.0
193,41943.0,24755.0,39500.0,22500.0,-2443.0,-2255.0,30150.0,-11793.0,21100.0,-3655.0
194,24946.0,34665.0,21513.0,32000.0,-3433.0,-2665.0,19900.0,-5046.0,25500.0,-9165.0
195,26257.0,48635.0,23420.0,35000.0,-2837.0,-13635.0,20650.0,-5607.0,27150.0,-21485.0
196,49928.0,42621.0,36500.0,34000.0,-13428.0,-8621.0,28350.0,-21578.0,26600.0,-16021.0
197,30744.0,22253.0,26500.0,18000.0,-4244.0,-4253.0,22200.0,-8544.0,19350.0,-2903.0
198,37671.0,24251.0,42000.0,26000.0,4329.0,1749.0,31850.0,-5821.0,22550.0,-1701.0
199,32255.0,45871.0,25000.0,29000.0,-7255.0,-16871.0,21450.0,-10805.0,23950.0,-21921.0
200,21983.0,31820.0,21650.0,33000.0,-333.0,1180.0,19950.0,-2033.0,26000.0,-5820.0
201,40311.0,31399.0,22000.0,29000.0,-18311.0,-2399.0,20100.0,-20211.0,24000.0,-7399.0
202,28573.0,33797.0,20582.0,27000.0,-7991.0,-6797.0,19550.0,-9023.0,23050.0,-10747.0
203,28510.0,37252.0,14575.0,30500.0,-13935.0,-6752.0,17750.0,-10760.0,24800.0,-12452.0
204,27341.0,30320.0,21200.0,28000.0,-6141.0,-2320.0,19800.0,-7541.0,23550.0,-6770.0
205,29393.0,19290.0,30000.0,25000.0,607.0,5710.0,24400.0,-4993.0,22150.0,2860.0
206,24379.0,32262.0,27000.0,35000.0,2621.0,2738.0,22550.0,-1829.0,27250.0,-5012.0
207,24289.0,20545.0,23491.0,31500.0,-798.0,10955.0,20750.0,-3539.0,25400.0,4855.0
208,32784.0,34727.0,32500.0,29000.0,-284.0,-5727.0,25900.0,-6884.0,24100.0,-10627.0
209,41995.0,22554.0,28450.0,17500.0,-13545.0,-5054.0,23350.0,-18645.0,19050.0,-3504.0
210,39939.0,21969.0,24000.0,27000.0,-15939.0,5031.0,21000.0,-18939.0,23050.0,1081.0
211,46829.0,23624.0,27000.0,24175.0,-19829.0,551.0,22500.0,-24329.0,21600.0,-2024.0
212,24413.0,38948.0,19425.0,27528.0,-4988.0,-11420.0,19250.0,-5163.0,23150.0,-15798.0
213,36607.0,29310.0,32813.0,22000.0,-3794.0,-7310.0,26000.0,-10607.0,20650.0,-8660.0
214,43902.0,43453.0,27500.0,33001.0,-16402.0,-10452.0,22750.0,-21152.0,26150.0,-17303.0
215,36820.0,27734.0,28500.0,26000.0,-8320.0,-1734.0,23300.0,-13520.0,22450.0,-5284.0
216,27575.0,30919.0,28000.0,22548.0,425.0,-8371.0,23050.0,-4525.0,20900.0,-10019.0
217,24459.0,23309.0,23313.0,17000.0,-1146.0,-6309.0,20700.0,-3759.0,18850.0,-4459.0
218,31749.0,33824.0,42500.0,15000.0,10751.0,-18824.0,32400.0,651.0,18200.0,-15624.0
219,22466.0,35704.0,21400.0,25044.0,-1066.0,-10660.0,20000.0,-2466.0,22000.0,-13704.0
220,25809.0,40812.0,23000.0,27000.0,-2809.0,-13812.0,20550.0,-5259.0,22950.0,-17862.0
221,35252.0,21261.0,29500.0,17500.0,-5752.0,-3761.0,23850.0,-11402.0,19050.0,-2211.0
222,58342.0,33968.0,26968.0,31500.0,-31374.0,-2468.0,22400.0,-35942.0,25350.0,-8618.0
223,21981.0,25903.0,21000.0,18000.0,-981.0,-7903.0,19900.0,-2081.0,19150.0,-6753.0
224,40294.0,35784.0,32364.0,27500.0,-7930.0,-8284.0,25500.0,-14794.0,23150.0,-12634.0
225,45433.0,53263.0,32000.0,37000.0,-13433.0,-16263.0,25250.0,-20183.0,28450.0,-24813.0
226,27480.0,27572.0,23000.0,21433.0,-4480.0,-6139.0,20600.0,-6880.0,20400.0,-7172.0
227,28868.0,38588.0,29800.0,29000.0,932.0,-9588.0,23900.0,-4968.0,23950.0,-14638.0
228,30864.0,20660.0,18200.0,25000.0,-12664.0,4340.0,19000.0,-11864.0,21950.0,1290.0
229,36577.0,35617.0,27500.0,30578.0,-9077.0,-5039.0,22650.0,-13927.0,24800.0,-10817.0
230,38468.0,26715.0,28500.0,20500.0,-9968.0,-6215.0,23200.0,-15268.0,20000.0,-6715.0
231,34353.0,25832.0,30000.0,23250.0,-4353.0,-2582.0,24050.0,-10303.0,21100.0,-4732.0
232,26262.0,28869.0,30500.0,27830.0,4238.0,-1039.0,24400.0,-1862.0,23250.0,-5619.0
233,23515.0,37668.0,17823.0,28000.0,-5692.0,-9668.0,18900.0,-4615.0,23400.0,-14268.0
234,41374.0,24374.0,31500.0,19652.0,-9874.0,-4722.0,24950.0,-16424.0,19750.0,-4624.0
235,22476.0,30649.0,23000.0,27500.0,524.0,-3149.0,20650.0,-1826.0,23100.0,-7549.0
236,27762.0,28659.0,19000.0,28500.0,-8762.0,-159.0,19250.0,-8512.0,23650.0,-5009.0
237,28744.0,27518.0,18500.0,28500.0,-10244.0,982.0,19150.0,-9594.0,23650.0,-3868.0
238,46872.0,45829.0,16000.0,38000.0,-30872.0,-7829.0,18450.0,-28422.0,28900.0,-16929.0
239,32416.0,26685.0,30000.0,30000.0,-2416.0,3315.0,24050.0,-8366.0,24450.0,-2235.0
240,30296.0,46648.0,25000.0,33000.0,-5296.0,-13648.0,21500.0,-8796.0,26050.0,-20598.0
241,27813.0,25761.0,42000.0,38500.0,14187.0,12739.0,31550.0,3737.0,29150.0,3389.0
242,34608.0,29552.0,30000.0,28000.0,-4608.0,-1552.0,24050.0,-10558.0,23350.0,-6202.0
243,25540.0,25336.0,18500.0,22307.0,-7040.0,-3029.0,19200.0,-6340.0,20850.0,-4486.0
244,33795.0,28428.0,27500.0,19500.0,-6295.0,-8928.0,22700.0,-11095.0,19800.0,-8628.0
245,28981.0,44564.0,18965.0,29600.0,-10016.0,-14964.0,19350.0,-9631.0,24150.0,-20414.0
246,41280.0,22311.0,37500.0,20000.0,-3780.0,-2311.0,28450.0,-12830.0,20000.0,-2311.0
247,28400.0,22564.0,20600.0,23000.0,-7800.0,436.0,19850.0,-8550.0,21100.0,-1464.0
248,26462.0,38649.0,34000.0,35000.0,7538.0,-3649.0,26500.0,38.0,27000.0,-11649.0
249,36419.0,25419.0,26500.0,28000.0,-9919.0,2581.0,22300.0,-14119.0,23300.0,-2119.0
250,22716.0,21470.0,22000.0,25150.0,-716.0,3680.0,20400.0,-2316.0,21950.0,480.0
251,35855.0,25510.0,42000.0,31000.0,6145.0,5490.0,31600.0,-4255.0,24750.0,-760.0
